Telugu_sentence,English_sentence,source
పటం-2: గ్రెగర్‌ జాన్‌ తానే (HDD. ఆ తరవాత ఒక (ప్రణాళికను సిద్ధం చేసుకుని ప్రయోగాలు చేయడం మెండల్‌ ద్వారా తన ప్రశ్నలకు సమాధానాలను పొందాలని నిశ్చయించుకున్నాడు.,Figure-2: Gregor John himself (HDD. After that preparing a plan and conducting experiments Mendel was determined to get answers to his questions.,indic2012
అందుకుగాను 34 రకాలకు చెందిన పదివేల బఠానీ మొక్కలపై అధ్యయనం చేశాడు.,He studied ten thousand pea plants belonging to 34 varieties.,tides
బఠానీ మొక్కలను జాగ్రత్తగా పరిశీలిస్తే ఒక మొక్క ఎన్నో లక్షణాలలో మిగతావాటికన్నా వేరుగా ఉండటాన్ని మెండల్‌ గుర్తించాడు.,"By carefully examining pea plants, Mendel noticed that one plant differed from the others in several characteristics.",indic2012
"ఉదాహరణకు కొన్ని మొక్కలు పొడవుగా ఉంటే, కొన్ని పొట్టిగా, కొన్ని గుండ్రటి, పసుపు రంగు విత్తనాలను కలిగి ఉంటే, మరికొన్ని ముడతలు పడి, ఆకుపచ్చగా ఉండే విత్తనాలను కలిగి ఉంటాయి.","For example, some plants are tall, some are short, some have round, yellow seeds, while others have wrinkled, green seeds.",tides
మెండల్‌ 7 జతల వ్యతిరేక లక్షణాలు గల బఠానీ మొక్కలను తన అధ్యయనం కోసం ఎన్నుకున్నాడు. పట్టిక-8ను పరిశీలించండి.,Mendel chose 7 pairs of pea plants with opposite traits for his study. Consider Table-8.,tides
"1. పరిపక్క విత్తనాల ఆకారంలో తేడాలను గుర్తించుటకు- విత్తనాలు గుండ్రంగా ఉన్నాయా లేదా ముడతలు కలిగి ఉన్నాయా అని పరిశీలించి, గుండ్రని మరియు ముడతలు గల వాటిని ఎంచుకున్నాడు. అ",1. To detect differences in the shape of peripheral seeds- check whether the seeds are round or wrinkled and select round and wrinkled ones. A,ted
"2. బీజదళాలు లేదా అంకురచ్చదం రంగులో తేడాలను గుర్తించుటకు- విత్తన బీజదళాలు లేదా అంకురచ్చదం పాలిపోయిన పసుపు, ప్రకాశవంతమైన పసుపు మరియు ఆరెంజ్‌ రంగుతోగాని, ఆకుపచ్చ రంగుతో ఉన్నవి ఉన్నాయి.","2. To distinguish the differences in the color of spores or germ- Seed spores or germ are pale yellow, bright yellow and orange, and those with green color.",tides
రంగుల్లో ఈ భేదం చూడగానే కనిపిస్తుంది.,This difference in colors is visible.,indic2012
ఎందుకంటే విత్తన కవచం పారదర్శకంగా ఉంటుంది కాబట్టి.,Because the seed coat is transparent.,ted
"3. విత్తన కవచం రంగులో తేడాను గుర్తించుట- విత్తన కవచం తెల్లగా (తెల్ల పూలు ఉన్న వానిలో) బూడిద, లేత బూడిద, ముదురు గోధుమ రంగు నీలిచుక్కలు కలగి లేదా లేకుండా ఉండేవి.","3. Discrimination in seed coat color- Seed coat can be white (in white flowered ones), grey, light grey, dark brown with or without bluish spots.",tides
4. పరిపక్వ ఫలం యొక్క ఆకారంలో తేడాలు గుర్తించుట- పరిపక్క ఫలం నిండుగా లేదా నునుపుగా మరియు నొక్కులు కలిగిగాని ఉంటుంది.,4. Identifying differences in the shape of mature fruit- Peripheral fruit is plump or smooth and ridged.,indic2012
